<SemiconductorModuleTests>
	<SequenceName>	<StepName>	<StepId>	<TestName>	<TestNumber>	<Pin>	<LowLimitExpression>	<HighLimitExpression>	<ComparisonType>	<ScalingFactor>	<Units>	<EvaluationType>	<FailBin>	<PublishedDataId>	<TestDataSource>	<DynamicPAT_Enabled>	<DynamicPAT_TestNumber>	<DynamicPAT_TestName>	<DynamicPAT_FailBin>	<DynamicPAT_LowLimit>	<DynamicPAT_HighLimit>	
	ADuM225_pd_ipat_flow	func_1Mbps_1p7_1p7	ID#:XbNkiRjw7xGyNKhZXyCkjD	func_1Mbps_1p7_1p7	77		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_pd_ipat_flow	func_1Mbps_1p7_1p7	ID#:XbNkiRjw7xGyNKhZXyCkjD	func_1Mbps_1p7_1p7	78		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_pd_ipat_flow	func_1Mbps_1p7_1p7	ID#:XbNkiRjw7xGyNKhZXyCkjD	func_1Mbps_1p7_1p7	79		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_pd_ipat_flow	func_1Mbps_1p7_1p7	ID#:XbNkiRjw7xGyNKhZXyCkjD	func_1Mbps_1p7_1p7	80		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_pd_ipat_flow	func_1Mbps_1p7_1p7	ID#:XbNkiRjw7xGyNKhZXyCkjD	func_1Mbps_1p7_1p7	81		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_pd_ipat_flow	func_1Mbps_1p7_1p7	ID#:XbNkiRjw7xGyNKhZXyCkjD	func_1Mbps_1p7_1p7	82		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_pd_ipat_flow	func_1Mbps_1p7_1p7	ID#:XbNkiRjw7xGyNKhZXyCkjD	func_1Mbps_1p7_1p7	83		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	tt_func_5Mbps_1p7_1p7	30000026				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	84		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	85		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	86		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	87		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	88		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	89		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	90		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	91		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	92		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_pd_ipat_flow	func_5Mbps_1p7_1p7	ID#:XrNkiRjw7xGyNKhZXyCkjD	func_5Mbps_1p7_1p7	93		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	tt_func_50Mbps_1p7_1p7	30000027				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	94		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	95		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	96		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	97		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	98		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	99		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	100		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	101		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	102		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_pd_ipat_flow	func_50Mbps_1p7_1p7	ID#:X7NkiRjw7xGyNKhZXyCkjD	func_50Mbps_1p7_1p7	103		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_pd_ipat_flow	func_75MHz_1p7_1p7	ID#:YLNkiRjw7xGyNKhZXyCkjD	tt_func_75MHz_1p7_1p7	30000028				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_75MHz_1p7_1p7	ID#:YLNkiRjw7xGyNKhZXyCkjD	func_75MHz_1p7_1p7	104		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	func_75MHz_1p7_1p7	ID#:YLNkiRjw7xGyNKhZXyCkjD	func_75MHz_1p7_1p7	105		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_pd_ipat_flow	func_75MHz_1p7_1p7	ID#:YLNkiRjw7xGyNKhZXyCkjD	func_75MHz_1p7_1p7	106		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_pd_ipat_flow	func_slow_speed_1p7_1p7	ID#:YbNkiRjw7xGyNKhZXyCkjD	tt_func_slow_speed_1p7_1p7	30000029				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_slow_speed_1p7_1p7	ID#:YbNkiRjw7xGyNKhZXyCkjD	func_slow_speed_1p7_1p7	107		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	input_output_levels_1p7_1p7	ID#:4RptOrPt7xGyL6hZXyCkjD	tt_input_output_levels_1p7_1p7	10000030				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	input_output_levels_1p7_1p7	ID#:4RptOrPt7xGyL6hZXyCkjD	VOL_20uA	171		-0.0488	0.0988	GELE			Numeric Limit	11	VOL_20uA		False						
	ADuM225_pd_ipat_flow	input_output_levels_1p7_1p7	ID#:4RptOrPt7xGyL6hZXyCkjD	VOL_2mA			-0.0421	0.3921	GELE			Numeric Limit	11	VOL_2mA		False						
	ADuM225_pd_ipat_flow	input_output_levels_1p7_1p7	ID#:4RptOrPt7xGyL6hZXyCkjD	VOL_4mA			-0.0371	0.3871	GELE			Numeric Limit	11	VOL_4mA		False						
	ADuM225_pd_ipat_flow	input_output_levels_1p7_1p7	ID#:4RptOrPt7xGyL6hZXyCkjD	VOH_20uA			1.6013	1.7987	GELE			Numeric Limit	11	VOH_20uA		False						
	ADuM225_pd_ipat_flow	input_output_levels_1p7_1p7	ID#:4RptOrPt7xGyL6hZXyCkjD	VOH_2mA			1.3063	1.7937	GELE			Numeric Limit	11	VOH_2mA		False						
	ADuM225_pd_ipat_flow	input_output_levels_1p7_1p7	ID#:4RptOrPt7xGyL6hZXyCkjD	VOH_4mA			1.3116	1.7884	GELE			Numeric Limit	11	VOH_4mA		False						
	ADuM225_pd_ipat_flow	Tr_prop_delay_1M_2p25_2p25	ID#:4hptOrPt7xGyL6hZXyCkjD	tt_Tr_prop_delay_1M_2p25_2p25	10000031				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	Tr_prop_delay_1M_2p25_2p25	ID#:4hptOrPt7xGyL6hZXyCkjD	tPLH_VOA_2p25_2p25	181		0.0000000056	0.0000000114	GELE			Numeric Limit	15	tPLH_VOA_2p25_2p25		False						
	ADuM225_pd_ipat_flow	Tr_prop_delay_1M_2p25_2p25	ID#:4hptOrPt7xGyL6hZXyCkjD	tPLH_VOB_2p25_2p25			0.0000000058	0.0000000112	GELE			Numeric Limit	15	tPLH_VOB_2p25_2p25		False						
	ADuM225_pd_ipat_flow	Tf_prop_delay_1M_2p25_2p25	ID#:4xptOrPt7xGyL6hZXyCkjD	tt_Tf_prop_delay_1M_2p25_2p25	10000032				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	Tf_prop_delay_1M_2p25_2p25	ID#:4xptOrPt7xGyL6hZXyCkjD	tPHL_VOA_2p25_2p25	182		0.0000000058	0.0000000112	GELE			Numeric Limit	15	tPHL_VOA_2p25_2p25		False						
	ADuM225_pd_ipat_flow	Tf_prop_delay_1M_2p25_2p25	ID#:4xptOrPt7xGyL6hZXyCkjD	tPHL_VOB_2p25_2p25			0.0000000059	0.0000000111	GELE			Numeric Limit	15	tPHL_VOB_2p25_2p25		False						
	ADuM225_pd_ipat_flow	pulse_width_distortion_1M_2p25_2p25	ID#:5BptOrPt7xGyL6hZXyCkjD	tt_pulse_width_distortion_1M_2p25_2p25	10000033				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	pulse_width_distortion_1M_2p25_2p25	ID#:5BptOrPt7xGyL6hZXyCkjD	tPWD_VOA_2p25_2p25	177		-0.0000000019	0.0000000019	GELE			Numeric Limit	15	tPWD_VOA_2p25_2p25		False						
	ADuM225_pd_ipat_flow	pulse_width_distortion_1M_2p25_2p25	ID#:5BptOrPt7xGyL6hZXyCkjD	tPWD_VOB_2p25_2p25			-0.0000000019	0.0000000019	GELE			Numeric Limit	15	tPWD_VOB_2p25_2p25		False						
	ADuM225_pd_ipat_flow	ch_ch_match_1M_2p25_2p25	ID#:5RptOrPt7xGyL6hZXyCkjD	tt_ch_ch_match_1M_2p25_2p25	10000034				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	ch_ch_match_1M_2p25_2p25	ID#:5RptOrPt7xGyL6hZXyCkjD	tPSKCD_Fall_2p25_2p25	164		-0.000000002	0.000000002	GELE			Numeric Limit	15	tPSKCD_Fall_2p25_2p25		False						
	ADuM225_pd_ipat_flow	ch_ch_match_1M_2p25_2p25	ID#:5RptOrPt7xGyL6hZXyCkjD	tPSKCD_RiseFall_2p25_2p25			-0.0000000021	0.0000000021	GELE			Numeric Limit	15	tPSKCD_RiseFall_2p25_2p25		False						
	ADuM225_pd_ipat_flow	ch_ch_match_1M_2p25_2p25	ID#:5RptOrPt7xGyL6hZXyCkjD	tPSKCD_Rise_2p25_2p25			-0.0000000021	0.0000000021	GELE			Numeric Limit	15	tPSKCD_Rise_2p25_2p25		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	tt_func_1Mbps_2p25_2p25	30000035				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	133		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	134		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	135		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	136		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	137		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	138		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	139		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	140		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	141		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_pd_ipat_flow	func_1Mbps_2p25_2p25	ID#:sYzarhjw7xGyNKhZXyCkjD	func_1Mbps_2p25_2p25	142		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	tt_func_5Mbps_2p25_2p25	30000036				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	143		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	144		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	145		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	146		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	147		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	148		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	149		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	150		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	151		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_pd_ipat_flow	func_5Mbps_2p25_2p25	ID#:sozarhjw7xGyNKhZXyCkjD	func_5Mbps_2p25_2p25	152		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	tt_func_50Mbps_2p25_2p25	30000037				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	153		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	154		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	155		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	156		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	157		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	158		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	159		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	160		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	161		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_pd_ipat_flow	func_50Mbps_2p25_2p25	ID#:s4zarhjw7xGyNKhZXyCkjD	func_50Mbps_2p25_2p25	162		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_pd_ipat_flow	func_75MHz_2p25_2p25	ID#:tIzarhjw7xGyNKhZXyCkjD	tt_func_75MHz_2p25_2p25	30000038				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_75MHz_2p25_2p25	ID#:tIzarhjw7xGyNKhZXyCkjD	func_75MHz_2p25_2p25	163		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	func_75MHz_2p25_2p25	ID#:tIzarhjw7xGyNKhZXyCkjD	func_75MHz_2p25_2p25	164		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_pd_ipat_flow	func_75MHz_2p25_2p25	ID#:tIzarhjw7xGyNKhZXyCkjD	func_75MHz_2p25_2p25	165		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_pd_ipat_flow	func_slow_speed_2p25_2p25	ID#:tYzarhjw7xGyNKhZXyCkjD	tt_func_slow_speed_2p25_2p25	30000039				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_slow_speed_2p25_2p25	ID#:tYzarhjw7xGyNKhZXyCkjD	func_slow_speed_2p25_2p25	166		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	input_output_levels_2p25_2p25	ID#:6xptOrPt7xGyL6hZXyCkjD	tt_input_output_levels_2p25_2p25	10000040				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	input_output_levels_2p25_2p25	ID#:6xptOrPt7xGyL6hZXyCkjD	VOL_20uA	174		-0.0489	0.0989	GELE			Numeric Limit	11	VOL_20uA		False						
	ADuM225_pd_ipat_flow	input_output_levels_2p25_2p25	ID#:6xptOrPt7xGyL6hZXyCkjD	VOL_2mA			-0.0423	0.3923	GELE			Numeric Limit	11	VOL_2mA		False						
	ADuM225_pd_ipat_flow	input_output_levels_2p25_2p25	ID#:6xptOrPt7xGyL6hZXyCkjD	VOL_4mA			-0.0367	0.3867	GELE			Numeric Limit	11	VOL_4mA		False						
	ADuM225_pd_ipat_flow	input_output_levels_2p25_2p25	ID#:6xptOrPt7xGyL6hZXyCkjD	VOH_20uA			2.1514	2.3486	GELE			Numeric Limit	11	VOH_20uA		False						
	ADuM225_pd_ipat_flow	input_output_levels_2p25_2p25	ID#:6xptOrPt7xGyL6hZXyCkjD	VOH_2mA			1.8566	2.3434	GELE			Numeric Limit	11	VOH_2mA		False						
	ADuM225_pd_ipat_flow	input_output_levels_2p25_2p25	ID#:6xptOrPt7xGyL6hZXyCkjD	VOH_4mA			1.8617	2.3383	GELE			Numeric Limit	11	VOH_4mA		False						
	ADuM225_pd_ipat_flow	Tr_prop_delay_1M_3p0_3p0	ID#:7BptOrPt7xGyL6hZXyCkjD						LOG			Numeric Limit				False						
	ADuM225_pd_ipat_flow	Tr_prop_delay_1M_3p0_3p0	ID#:7BptOrPt7xGyL6hZXyCkjD	tPLH_VOA_3p0_3p0	184		0.0000000047	0.0000000103	GELE			Numeric Limit	15	tPLH_VOA_3p0_3p0		False						
	ADuM225_pd_ipat_flow	Tr_prop_delay_1M_3p0_3p0	ID#:7BptOrPt7xGyL6hZXyCkjD	tPLH_VOB_3p0_3p0			0.0000000045	0.0000000105	GELE			Numeric Limit	15	tPLH_VOB_3p0_3p0		False						
	ADuM225_pd_ipat_flow	Tf_prop_delay_1M_3p0_3p0	ID#:7RptOrPt7xGyL6hZXyCkjD	tt_Tf_prop_delay_1M_3p0_3p0	10000042				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	Tf_prop_delay_1M_3p0_3p0	ID#:7RptOrPt7xGyL6hZXyCkjD	tPHL_VOA_3p0_3p0	186		0.0000000049	0.0000000101	GELE			Numeric Limit	15	tPHL_VOA_3p0_3p0		False						
	ADuM225_pd_ipat_flow	Tf_prop_delay_1M_3p0_3p0	ID#:7RptOrPt7xGyL6hZXyCkjD	tPHL_VOB_3p0_3p0			0.000000005	0.00000001	GELE			Numeric Limit	15	tPHL_VOB_3p0_3p0		False						
	ADuM225_pd_ipat_flow	pulse_width_distortion_1M_3p0_3p0	ID#:7hptOrPt7xGyL6hZXyCkjD	tt_pulse_width_distortion_1M_3p0_3p0	10000043				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	pulse_width_distortion_1M_3p0_3p0	ID#:7hptOrPt7xGyL6hZXyCkjD	tPWD_VOA_3p0_3p0	188		-0.0000000019	0.0000000019	GELE			Numeric Limit	15	tPWD_VOA_3p0_3p0		False						
	ADuM225_pd_ipat_flow	pulse_width_distortion_1M_3p0_3p0	ID#:7hptOrPt7xGyL6hZXyCkjD	tPWD_VOB_3p0_3p0			-0.000000002	0.000000002	GELE			Numeric Limit	15	tPWD_VOB_3p0_3p0		False						
	ADuM225_pd_ipat_flow	ch_ch_match_1M_3p0_3p0	ID#:7xptOrPt7xGyL6hZXyCkjD	tt_ch_ch_match_1M_3p0_3p0	10000044				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	ch_ch_match_1M_3p0_3p0	ID#:7xptOrPt7xGyL6hZXyCkjD	tPSKCD_Fall_3p0_3p0	190		-0.000000002	0.000000002	GELE			Numeric Limit	15	tPSKCD_Fall_3p0_3p0		False						
	ADuM225_pd_ipat_flow	ch_ch_match_1M_3p0_3p0	ID#:7xptOrPt7xGyL6hZXyCkjD	tPSKCD_RiseFall_3p0_3p0			-0.0000000017	0.0000000017	GELE			Numeric Limit	15	tPSKCD_RiseFall_3p0_3p0		False						
	ADuM225_pd_ipat_flow	ch_ch_match_1M_3p0_3p0	ID#:7xptOrPt7xGyL6hZXyCkjD	tPSKCD_Rise_3p0_3p0			-0.0000000023	0.0000000023	GELE			Numeric Limit	15	tPSKCD_Rise_3p0_3p0		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	tt_func_1Mbps_3p0_3p0	30000045				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	192		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	193		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	194		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	195		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	196		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	197		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	198		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	199		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	200		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_pd_ipat_flow	func_1Mbps_3p0_3p0	ID#:tyzevxjw7xGyNKhZXyCkjD	func_1Mbps_3p0_3p0	201		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_pd_ipat_flow	func_5Mbps_3p0_3p0	ID#:uCzevxjw7xGyNKhZXyCkjD	tt_func_5Mbps_3p0_3p0	30000046				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_pd_ipat_flow	func_5Mbps_3p0_3p0	ID#:uCzevxjw7xGyNKhZXyCkjD	func_5Mbps_3p0_3p0	202		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_pd_ipat_flow	func_5Mbps_3p0_3p0	ID#:uCzevxjw7xGyNKhZXyCkjD	func_5Mbps_3p0_3p0	203		1	1	GELE			Numeric Limit	17	1		False						
